Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,KZ-1A R/B,2022-140B,53759,2022-11-04T20:48:37Z,2022-11-05T04:25:00Z,2.0,China,R/B,,,,,,
N/A,CZ-5B R/B,2022-143B,54217,2022-11-03T19:58:06Z,2022-11-04T11:20:00Z,3.0,China,R/B,,,,,,
N/A,SL-4 R/B,2022-137C,54111,2022-11-03T12:16:54Z,2022-11-03T13:59:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-4704,2022-107AB,53725,2022-10-29T15:21:09Z,2022-10-31T10:37:00Z,9.0,USA,Payload,,,,,,
N/A,PSLV DEB,2018-004B,43112,2022-10-30T06:24:55Z,2022-10-30T14:16:00Z,2.0,India,Debris,,,,,,
N/A,RISAT 2,2009-019A,34807,2022-10-29T01:12:17Z,2022-10-30T02:31:00Z,5.0,India,Payload,,,,,,
N/A,CZ-4B DEB,2021-122C,49963,2022-10-29T03:43:06Z,2022-10-29T09:07:00Z,1.0,China,Debris,,,,,,
N/A,SL-4 R/B,2022-140B,54156,2022-10-27T14:56:56Z,2022-10-28T05:01:00Z,3.0,Russia,R/B,,,,,,
N/A,STARLINK-5005,2022-119AM,53921,2022-10-25T07:34:37Z,2022-10-25T12:53:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-4696,2022-107L,53710,2022-10-24T12:35:27Z,2022-10-24T14:13:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-4702,2022-107T,53717,2022-10-23T16:55:22Z,2022-10-24T07:10:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-24,2019-029D,44238,2022-10-24T02:45:44Z,2022-10-24T06:17:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-71,2019-029T,44252,2022-10-23T09:15:15Z,2022-10-23T12:31:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1229,1010-012BF,45231,2022-10-23T08:09:15Z,2022-10-23T10:09:00Z,1.0,USA,Payload,,,,,,
N/A,KONDOR E,2014-084A,40353,2022-10-22T14:54:21Z,2022-10-22T19:13:00Z,1.0,South Africa,Payload,,,,,,
N/A,FALCON 9 DEB,2022-111AM,53808,2022-10-20T02:24:21Z,2022-10-20T07:26:00Z,1.0,USA,Debris,,,,,,
N/A,AVUM DEB (ADAPTOR),2016-058F,41775,2022-10-19T23:58:16Z,2022-10-20T03:34:00Z,1.0,French Guiana,Debris,,,,,,
N/A,ATLAS 2A CENTAUR R/B,2002-011B,27390,2022-10-17T12:18:53Z,2022-10-17T17:15:00Z,1.0,USA,R/B,,,,,,
N/A,STARLINK-4613,2022-107AR,53739,2022-10-17T13:12:42Z,2022-10-17T14:04:00Z,1.0,USA,Payload,,,,,,
N/A,PSLV DEB,2016-040Y,41621,2022-10-17T03:20:46Z,2022-10-17T06:08:00Z,1.0,India,Debris,,,,,,
N/A,COSMOS 2469,2010-049A,37170,2022-10-15T12:30:02Z,2022-10-15T19:00:00Z,1.0,Russia,Payload,,,,,,
N/A,STARLINK-1218,2020-012AH,45209,2022-10-15T12:14:02Z,2022-10-15T15:00:00Z,1.0,USA,Payload,,,,,,
N/A,PEGASUS R/B,2008-017B,32766,2022-10-07T03:31:59Z,2022-10-14T09:19:00Z,35.0,USA,R/B,,,,,,
N/A,CZ-7A R/B,2022-112B,53814,2022-10-13T01:07:07Z,2022-10-13T03:00:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-4657,2022-107AZ,53747,2022-10-07T18:59:06Z,2022-10-07T21:09:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-4713,2022-114E,53822,2022-10-07T13:29:22Z,2022-10-07T15:35:00Z,1.0,USA,Payload,,,,,,
N/A,FIREFLY ALPHA R/B,2022-122E,53959,2022-10-06T15:44:07Z,2022-10-07T04:48:00Z,3.0,USA,R/B,,,,,,
N/A,STPSat-4,1998-067QY,45043,2022-10-04T11:30:00Z,2022-10-04T11:40:00Z,1.0,USA,Payload,,,,,,
N/A,Electron R/B,2022-079B,53103,2022-10-02T18:09:55Z,2022-10-02T20:08:00Z,1.0,New Zealand,R/B,,,,,,
N/A,DRAGON ENDEAVOUR 2 DEBRIS,2021-030B,49406,2022-09-28T09:36:54Z,2022-09-28T13:49:00Z,1.0,USA,Debris,,,,,,
N/A,Electron R/B,2022-113B,53816,2022-09-28T03:32:22Z,2022-09-28T05:45:00Z,1.0,New Zealand,R/B,,,,,,
N/A,ISS DEB (SEDA-AP),1998-067PU,43870,2022-09-24T10:28:15Z,2022-09-24T13:09:00Z,1.0,USA,Debris,,,,,,
N/A,SL-4 R/B,2022-116B,53880,2022-09-24T00:51:32Z,2022-09-24T03:21:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1952,2021-005A,47349,2022-09-16T21:17:50Z,2022-09-16T22:37:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-4654,2022-104AC,53614,2022-09-15T03:04:50Z,2022-09-15T06:10:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2021-135B,50575,2022-09-14T23:12:30Z,2022-09-14T23:22:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1339,2020-025C,45533,2022-09-11T16:42:24Z,2022-09-11T20:24:00Z,1.0,USA,Payload,,,,,,
N/A,ARIANE 5 DEB (SYLDA),2010-037D,36833,2022-09-06T18:05:53Z,2022-09-07T07:22:00Z,3.0,French Guiana,Debris,,,,,,
N/A,CZ-4B R/B,2021-074C,49073,2022-09-02T18:13:49Z,2022-09-02T21:04:00Z,1.0,China,R/B,,,,,,
N/A,DRAGON CRS-25 DEB,2022-081B,53584,2022-08-31T02:48:48Z,2022-08-31T07:05:00Z,1.0,USA,Debris,,,,,,
N/A,STARLINK-1823,2020-073BC,46720,2022-08-31T00:30:58Z,2022-08-31T03:47:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1469,2020-038Y,45752,2022-08-22T08:27:56Z,2022-08-22T09:54:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1322,2020-025X,45552,2022-08-21T22:48:11Z,2022-08-22T01:49:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2306,2021-024M,47988,2022-08-21T14:29:56Z,2022-08-21T18:12:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1367,2020-025J,45539,2022-08-15T03:02:26Z,2022-08-15T05:01:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2021-087B,49259,2022-08-14T04:32:56Z,2022-08-14T06:20:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1885,2020-088AY,47168,2022-08-14T03:50:32Z,2022-08-14T04:48:00Z,1.0,USA,Payload,,,,,,
N/A,ARIANE 5 DEB (SYLDA),2012-075D,39037,2022-08-13T05:13:24Z,2022-08-13T13:14:00Z,2.0,French Guiana,Debris,,,,,,
N/A,CZ-3B R/B,2021-047B,48809,2022-08-09T03:45:29Z,2022-08-10T04:42:00Z,5.0,China,R/B,,,,,,
N/A,STARLINK-1858,2020-088Z,47145,2022-08-08T19:39:03Z,2022-08-08T23:19:00Z,1.0,USA,Payload,,,,,,
N/A,BREEZE-KM R/B,2013-067D,39454,2022-08-01T05:56:12Z,2022-08-01T08:42:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-4163,2022-086AP,53279,2022-07-31T01:04:51Z,2022-07-31T05:56:00Z,1.0,USA,Payload,,,,,,
2022-07-30T16:51:00Z,CZ-5B R/B,2022-085B,53240,2022-07-30T15:57:23Z,2022-07-30T17:08:00Z,1.0,China,R/B,"Kuching, Malaysia",1.6,110.33,"West Kalimantan, Indonesia",0.77,110.47
N/A,STARLINK-61,2019-029Q,44249,2022-07-29T00:44:35Z,2022-07-29T04:15:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1501,2020-038AK,45763,2022-07-25T07:28:00Z,2022-07-25T08:15:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2080,2021-005S,47365,2022-07-22T13:28:57Z,2022-07-22T15:42:00Z,1.0,USA,Payload,,,,,,
N/A,ONEWEB-0251,2021-060C,48969,2022-07-20T07:29:13Z,2022-07-20T12:17:00Z,1.0,UK,Payload,,,,,,
N/A,AAM/PSLV R/B,2007-013B,31136,2022-07-18T13:49:30Z,2022-07-18T17:44:00Z,1.0,India,R/B,,,,,,
N/A,STARLINK-1514,2020-055V,46046,2022-07-17T11:04:17Z,2022-07-17T12:29:00Z,1.0,USA,Payload,,,,,,
N/A,BREEZE-M DEB (TANK),2012-070C,39024,2022-07-13T02:46:09Z,2022-07-13T04:14:00Z,1.0,Russia,Debris,,,,,,
N/A,STARLINK-2239,2021-024AS    ,48017,2022-07-10T22:16:28Z,2022-07-11T00:03:00Z,1.0,USA,Payload,,,,,,
2022-07-08T21:05:00Z,DRAGON RESILIENCE DEB,2020-084B,48342,2022-07-08T20:28:36Z,2022-07-08T21:45:00Z,1.0,USA,Debris,"NSW, Australia",-36.5,148.8,"NSW, Australia",-36.5,148.8
N/A,ARIANE 5 DEB (SYLDA),2015-065D,41031,2022-06-28T15:27:29Z,2022-06-29T03:28:00Z,3.0,French Guiana,Debris,,,,,,
N/A,STARLINK-1874,2020-088AP,47159,2022-06-28T05:58:40Z,2022-06-28T08:26:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2023,2021-009BK,47605,2022-06-26T19:42:05Z,2022-06-27T01:16:00Z,1.0,USA,Payload,,,,,,
N/A,KZ-1A R/B,2022-066B,52902,2022-06-22T20:00:36Z,2022-06-23T02:05:00Z,2.0,China,R/B,,,,,,
N/A,CZ-2F R/B,2022-060B,52798,2022-06-20T09:10:19Z,2022-06-20T22:54:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-3307,2021-125J,50164,2022-06-16T04:50:28Z,2022-06-16T04:28:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1214,2020-012AY,45224,2022-06-06T17:04:14Z,2022-06-07T02:09:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2022-059B,52796,2022-06-05T20:03:47Z,2022-06-05T20:54:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1809,2020-073AQ,46708,2022-06-05T08:04:16Z,2022-06-05T10:51:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-11 R/B,2022-046F,52393,2022-05-29T03:24:08Z,2022-05-29T06:10:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3C R/B,2021-063B,49012,2022-05-27T17:58:48Z,2022-05-27T20:52:00Z,1.0,China,R/B,,,,,,
N/A,CZ-7 R/B,2022-050D,52512,2022-05-25T06:21:01Z,2022-05-25T09:34:00Z,1.0,China,R/B,,,,,,
N/A,DRAGON ENDURANCE DEB,2021-103B,52508,2022-05-21T00:58:26Z,2022-05-21T04:17:00Z,1.0,USA,Debris,,,,,,
N/A,ELECTRON R/B,2022-047AL,52428,2022-05-18T08:43:01Z,2022-05-18T12:00:00Z,1.0,New Zealand,R/B,,,,,,
N/A,COSMOS 2555,2022-044A,52330,2022-05-17T18:19:15Z,2022-05-17T23:11:00Z,1.0,Russia,Payload,,,,,,
N/A,AXIOM-1 DEB,2022-037B,52319,2022-05-14T07:37:39Z,2022-05-14T09:11:00Z,1.0,USA,Debris,,,,,,
N/A,MTI,2000-014A,26102,2022-05-14T01:43:03Z,2022-05-14T04:11:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2021-080B,49126,2022-05-12T02:09:30Z,2022-05-12T05:07:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1285,2020-019BC,45410,2022-05-08T19:16:55Z,2022-05-09T01:51:00Z,2.0,USA,Payload,,,,,,
N/A,Falcon 9 R/B,2017-025B,42699,2022-05-05T00:51:54Z,2022-05-05T06:16:00Z,1.0,USA,R/B,,,,,,
N/A,STARLINK-80,2019-029AZ,44282,2022-05-03T18:33:47Z,2022-05-04T00:45:00Z,2.0,USA,Payload,,,,,,
N/A,ARIANE 5 Debris (SYLDA),2018-100D,43826,2022-05-02T06:47:26Z,2022-05-03T13:24:00Z,8.0,French Guiana,Debris,,,,,,
N/A,CZ-5 R/B,2019-097B,44911,2022-05-02T04:26:55Z,2022-05-02T04:38:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1753,2020-070AR,46571,2022-04-30T14:29:15Z,2022-04-30T16:32:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2172,2021-017AK,47755,2022-04-30T09:34:59Z,2022-04-30T15:14:00Z,1.0,USA,Payload,,,,,,
N/A,SL-8 DEB,1986-052C,16865,2022-04-30T03:58:05Z,2022-04-30T14:25:00Z,3.0,Russia,Debris,,,,,,
N/A,STARLINK-1947,2020-074BL,46797,2022-04-30T08:32:01Z,2022-04-30T12:42:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2183,2021-017AV,47765,2022-04-30T03:48:08Z,2022-04-30T11:10:00Z,2.0,USA,Payload,,,,,,
N/A,CZ-4B R/B,2021-122D,49964,2022-04-29T21:30:06Z,2022-04-29T23:50:00Z,1.0,China,R/B,,,,,,
N/A,CZ-11 DEB,2020-032C,45613,2022-04-28T20:00:05Z,2022-04-28T22:35:00Z,1.0,China,Debris,,,,,,
N/A,STARLINK-1870,2020-088AL,47156,2022-04-23T19:08:21Z,2022-04-23T23:06:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2246,2021-041AP,48590,2022-04-23T03:34:46Z,2022-04-23T07:17:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2176,2021-017AN,47758,2022-04-22T20:57:55Z,2022-04-22T23:24:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1951,2021-009F,47553,2022-04-22T04:06:57Z,2022-04-22T05:35:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3693,2022-029S,52104,2022-04-18T19:01:58Z,2022-04-18T20:44:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3676,2022-029K,52097,2022-04-18T00:58:22Z,2022-04-18T07:46:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-3662,2022-029M,52099,2022-04-17T17:49:15Z,2022-04-17T22:41:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3710,2022-029AU,52130,2022-04-17T16:07:48Z,2022-04-17T17:22:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1754,2020-070BL,46590,2022-04-16T22:42:37Z,2022-04-17T01:37:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3719,2022-029AS,52128,2022-04-16T17:15:28Z,2022-04-16T17:42:00Z,1.0,USA,Payload,,,,,,
N/A,Electron Kick Stage R/B,2022-034E,52199,2022-04-10T23:44:42Z,2022-04-11T10:12:00Z,3.0,New Zealand,R/B,,,,,,
N/A,STARLINK-1743,2020-070AN,46568,2022-04-09T14:27:53Z,2022-04-09T21:46:00Z,2.0,USA,Payload,,,,,,
N/A,Breeze-M Deb (Tank),2014-023D,39730,2022-04-09T09:24:33Z,2022-04-09T09:37:00Z,1.0,Kazakhstan,Debris,,,,,,
N/A,STARLINK-1919,2020-074AG,46769,2022-04-08T18:18:12Z,2022-04-08T21:33:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1889,2020-088BC,47172,2022-04-08T14:07:31Z,2022-04-08T21:13:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1182,2020-006AK,45077,2022-04-08T12:53:03Z,2022-04-08T19:36:00Z,2.0,USA,Payload,,,,,,
N/A,CZ-11 R/B,2022-032B,52154,2022-04-07T14:53:31Z,2022-04-07T21:19:00Z,2.0,China,R/B,,,,,,
N/A,CZ-4B R/B,2016-043B,41635,2022-04-06T16:20:44Z,2022-04-06T16:22:00Z,1.0,China,R/B,,,,,,
N/A,Electron Stage 2 R/B,2022-034D,52198,2022-04-05T22:20:23Z,2022-04-06T01:15:00Z,1.0,New Zealand,R/B,,,,,,
N/A,STARLINK-1859,2020-088AA,47146,2022-04-03T18:47:26Z,2022-04-03T19:37:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1831,2020-073BL,46728,2022-04-02T05:50:35Z,2022-04-02T08:05:00Z,1.0,USA,Payload,,,,,,
2022-04-02T14:00:00Z,CZ-3B R/B,2021-010B,47614,2022-04-02T02:03:31Z,2022-04-02T06:33:00Z,1.0,China,R/B,Western India,20.99,75.74,Ladbori Maharashtra 441222 India,20.1322,79.6311
N/A,STARLINK-3731,2022-029X,52109,2022-04-01T00:27:06Z,2022-04-01T01:43:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-3B R/B,2021-003B,47322,2022-03-28T10:18:34Z,2022-03-28T12:37:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1050,2019-074AU,44755,2022-03-27T13:35:07Z,2022-03-28T12:37:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-2C Debris,2018-054C,43520,2022-03-26T19:59:15Z,2022-03-27T07:38:00Z,3.0,China,Debris,,,,,,
N/A,STARLINK-1684,2020-070H,46539,2022-03-27T00:25:41Z,2022-03-27T01:32:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2022-028B,52087,2022-03-21T07:31:02Z,2022-03-21T09:08:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-3 R/B,1985-090B,16111,2022-03-20T19:07:21Z,2022-03-21T01:45:00Z,2.0,Russia,R/B,,,,,,
N/A,ELECTRON R/B,2022-020C,51489,2022-03-15T10:34:31Z,2022-03-15T14:59:00Z,1.0,New Zealand,R/B,,,,,,
N/A,STARLINK-2177,2021-017AP,47759,2022-03-13T09:27:22Z,2022-03-13T11:17:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1439,2020-035BM,45716,2022-03-13T01:13:26Z,2022-03-13T05:47:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2006-061B,29669,2022-03-10T00:49:38Z,2022-03-10T01:24:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1985,2021-012M,47631,2022-03-07T06:00:00Z,2022-03-08T20:12:00Z,10.0,USA,Payload,,,,,,
N/A,Inspiration-4 DEB,2021-084B,49248,2022-03-08T12:33:59Z,2022-03-08T17:00:00Z,1.0,USA,Debris,,,,,,
N/A,COSMOS 2241,1993-022A,22594,2022-03-08T13:26:58Z,2022-03-08T16:40:00Z,1.0,Russia,Payload,,,,,,
N/A,STARLINK-1406,2020-035AG,45687,2022-03-06T16:05:00Z,2022-03-06T21:49:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2021-008B,47547,2022-03-02T05:41:20Z,2022-03-02T09:48:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-2313,2021-024K,47986,2022-03-02T03:01:11Z,2022-03-02T04:29:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2022-014B,51661,2022-02-17T12:04:34Z,2022-02-17T17:29:00Z,1.0,Russia,R/B,,,,,,
N/A,STARLINK-1379,2020-025U,45549,2022-02-15T23:27:18Z,2022-02-16T04:07:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-3XXX,2022-010Q,51470,2022-02-12T15:46:47Z,2022-02-12T23:25:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1064,2019-074BJ,44769,2022-02-10T21:21:12Z,2022-02-11T01:32:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1668,2020-070E,46536,2022-02-10T16:26:08Z,2022-02-10T19:43:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-4B Debris,2010-051D,37182,2022-02-10T08:37:29Z,2022-02-10T16:06:00Z,2.0,China,Debris,,,,,,
N/A,STARLINK-1751,2020-062BF,46378,2022-02-09T18:07:26Z,2022-02-09T23:07:00Z,1.0,USA,Payload,,,,,,
N/A,ARIANE 5 Debris (SYLDA),2015-026D,40666,2022-02-07T02:17:48Z,2022-02-07T11:42:00Z,2.0,French Guiana,Debris,,,,,,
2022-02-06T07:30:00Z,Falcon 9 R/B,2017-014B,42071,2022-02-06T02:33:50Z,2022-02-06T18:16:00Z,4.0,USA,R/B,Cabo San Lucas Mexico,22.89053,-109.9167,,,
N/A,STARLINK-1599,2020-057AC,46143,2022-02-04T03:04:48Z,2022-02-04T12:57:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2173,2021-041K,48560,2022-02-03T19:06:31Z,2022-02-04T08:19:00Z,3.0,USA,Payload,,,,,,
N/A,Dragon CRS-24 DEB,2021-127B,51283,2022-01-31T22:19:10Z,2022-02-01T01:49:00Z,1.0,USA,Debris,,,,,,
N/A,STARLINK-1945,2020-074AN,46775,2022-01-29T13:00:27Z,2022-01-29T14:39:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1786,2020-073U,46688,2022-01-29T10:37:30Z,2022-01-29T12:58:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1988,2021-009AN,47584,2022-01-29T09:32:04Z,2022-01-29T11:01:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1840,2020-088K,47131,2022-01-28T17:43:40Z,2022-01-29T01:21:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1853,2020-088U,47140,2022-01-28T12:12:18Z,2022-01-28T18:15:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-43,2019-029Y,44257,2022-01-26T23:29:05Z,2022-01-26T23:35:00Z,1.0,USA,Payload,,,,,,
N/A,CZ-4B R/B,2021-107B,49493,2022-01-26T09:47:32Z,2022-01-26T12:00:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-2202,2021-006D,47416,2022-01-23T23:25:01Z,2022-01-24T00:43:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2201,2021-006C,47415,2022-01-23T22:14:45Z,2022-01-24T00:11:00Z,1.0,USA,Payload,,,,,,
2022-01-23T22:00:00Z,STARLINK-2200,2021-006B,47414,2022-01-23T20:50:25Z,2022-01-23T21:57:00Z,1.0,USA,Payload,Northern Portugal,41.29704,-6.50434,,,
N/A,STARLINK-2208,2021-006K,47422,2022-01-23T14:25:15Z,2022-01-23T18:03:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1204,2020-012AB,45203,2022-01-21T03:21:45Z,2022-01-21T11:45:00Z,2.0,USA,Payload,,,,,,
N/A,Epsilon R/B,2021-102L,49405,2022-01-20T05:18:17Z,2022-01-20T09:25:00Z,1.0,Japan,R/B,,,,,,
N/A,STARLINK-2287,2021-024BL,48035,2022-01-16T01:49:47Z,2022-01-16T09:05:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2281,2021-024AQ,48015,2022-01-16T05:39:39Z,2022-01-16T07:12:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2261,2021-024AD,48004,2022-01-15T20:46:29Z,2022-01-16T04:35:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2289,2021-024G,47983,2022-01-15T21:18:40Z,2022-01-16T02:48:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2302,2021-024AZ,48024,2022-01-15T21:06:36Z,2022-01-15T21:40:00Z,1.0,USA,Payload,,,,,,
N/A,ELECTRON R/B,2021-023F,47970,2022-01-14T22:08:52Z,2022-01-15T09:52:00Z,3.0,New Zealand,R/B,,,,,,
N/A,STARLINK-2297,2021-024BH,48032,2022-01-10T18:04:21Z,2022-01-10T20:43:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2316,2021-024H,47984,2022-01-09T23:58:16Z,2022-01-10T07:17:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2318,2021-024BA,48025,2022-01-09T18:36:43Z,2022-01-10T00:44:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1345,2020-025BG,45585,2022-01-08T23:10:43Z,2022-01-09T02:45:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1535,2020-055Z,46050,2022-01-07T17:02:03Z,2022-01-07T22:40:00Z,1.0,USA,Payload,,,,,,
N/A,IPM 3/PERSEY,2021-133A,50505,2022-01-05T20:09:01Z,2022-01-05T21:17:00Z,1.0,Russia,R/B,,,,,,
N/A,COSMOS-1408 DEB,1982-092AJF,50556,2021-12-30T17:38:49Z,2022-01-04T02:23:00Z,26.0,Russia,Debris,,,,,,
N/A,COSMOS-1437,1983-003A,13770,2022-01-03T15:56:03Z,2022-01-04T00:23:00Z,2.0,Russia,Payload,,,,,,
N/A,Ariane 5 Debris (SYLDA),2012-023D,38334,2021-12-26T09:17:04Z,2022-01-03T23:10:00Z,51.0,French Guiana,Debris,,,,,,
N/A,CZ-3B R/B,2017-035B,42764,2022-01-01T07:37:04Z,2022-01-02T00:10:00Z,4.0,China,R/B,,,,,,
N/A,STARLINK-3280,2021-125AE,50184,2021-12-28T18:39:41Z,2022-01-01T23:22:00Z,25.0,USA,Payload,,,,,,
N/A,STARLINK-2205,2021-006G,47419,2021-12-30T10:31:12Z,2021-12-30T23:34:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-2207,2021-006J,47421,2021-12-30T03:04:47Z,2021-12-30T13:12:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-2206,2021-006H,47420,2021-12-26T23:17:15Z,2021-12-27T00:29:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2204,2021-006F,47418,2021-12-26T19:29:08Z,2021-12-26T20:26:00Z,1.0,USA,Payload,,,,,,
N/A,PRC Test Spacecraft DEB,2020-063G,46395,2021-12-25T17:47:26Z,2021-12-25T20:11:00Z,1.0,China,Debris,,,,,,
N/A,STARLINK-1188,2020-012AU,45220,2021-12-24T11:50:33Z,2021-12-24T20:26:00Z,2.0,USA,Payload,,,,,,
N/A,COSMOS 2519,2017-037A,42798,2021-12-22T17:49:46Z,2021-12-23T03:45:00Z,2.0,Russia,Payload,,,,,,
N/A,KZ-1A R/B,2021-112B,49502,2021-12-22T07:26:15Z,2021-12-22T11:18:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-1023,2019-074R,44728,2021-12-20T08:21:51Z,2021-12-20T18:13:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-1051,2019-074AV,44756,2021-12-20T07:28:52Z,2021-12-20T16:56:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2259,2019-024AG,48007,2021-12-19T23:45:23Z,2021-12-20T12:38:00Z,3.0,USA,Payload,,,,,,
N/A,STARLINK-1943,2020-074BJ,46795,2021-12-20T00:42:28Z,2021-12-20T05:21:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-2311,2021-024L,47987,2021-12-19T23:14:52Z,2021-12-20T01:33:00Z,1.0,USA,Payload,,,,,,
N/A,YZ-1S R/B,2021-099D,49386,2021-12-19T03:06:11Z,2021-12-19T07:49:00Z,1.0,China,R/B,,,,,,
N/A,STARLINK-2199,2021-006A,47413,2021-12-17T10:29:51Z,2021-12-17T18:29:00Z,2.0,USA,Payload,,,,,,
N/A,ELECTRON R/B,2021-120D,49952,2021-12-17T08:36:31Z,2021-12-17T10:34:00Z,1.0,New Zealand,R/B,,,,,,
N/A,STARLINK-2203,2021-006E,47417,2021-12-17T03:02:28Z,2021-12-17T09:54:00Z,2.0,USA,Payload,,,,,,
N/A,STARLINK-2079,2021-005R,47364,2021-12-13T23:06:08Z,2021-12-14T01:49:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1097,2020-001C,44916,2021-12-13T14:52:19Z,2021-12-13T20:36:00Z,1.0,USA,Payload,,,,,,
N/A,STARLINK-1674,2020-070Z,46555,2021-12-12T06:58:05Z,2021-12-12T21:11:00Z,4.0,USA,Payload,,,,,,
